Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,478534,-,-,-,51.93,4.5,0,-2,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,Wind Speed
2007,1,1,0,30,0,9.9
2007,1,1,1,30,0,9.9
2007,1,1,2,30,0,10.3
2007,1,1,3,30,0,10.700000000000001
2007,1,1,4,30,0,11.100000000000001
2007,1,1,5,30,0,11.200000000000001
2007,1,1,6,30,0,10.5
2007,1,1,7,30,0,9.4
2007,1,1,8,30,4,8.6
2007,1,1,9,30,6,8.4
2007,1,1,10,30,83,8.700000000000001
2007,1,1,11,30,8,8.9
2007,1,1,12,30,67,8.700000000000001
2007,1,1,13,30,167,8.1
2007,1,1,14,30,24,7.4
2007,1,1,15,30,0,6.800000000000001
2007,1,1,16,30,0,6.300000000000001
2007,1,1,17,30,0,6
2007,1,1,18,30,0,6.1000000000000005
2007,1,1,19,30,0,6.300000000000001
2007,1,1,20,30,0,6.5
2007,1,1,21,30,0,6.7
2007,1,1,22,30,0,6.7
2007,1,1,23,30,0,6.4
2007,1,2,0,30,0,6.5
2007,1,2,1,30,0,7
2007,1,2,2,30,0,7.6000000000000005
2007,1,2,3,30,0,7.9
2007,1,2,4,30,0,7.5
2007,1,2,5,30,0,7.1000000000000005
2007,1,2,6,30,0,7
2007,1,2,7,30,0,7.1000000000000005
2007,1,2,8,30,5,7.300000000000001
2007,1,2,9,30,5,7.300000000000001
2007,1,2,10,30,4,7.300000000000001
2007,1,2,11,30,18,7.2
2007,1,2,12,30,7,7.2
2007,1,2,13,30,6,7.1000000000000005
2007,1,2,14,30,11,6.7
2007,1,2,15,30,1,6.300000000000001
2007,1,2,16,30,0,5.9
2007,1,2,17,30,0,5.4
2007,1,2,18,30,0,4.9
2007,1,2,19,30,0,4.6000000000000005
2007,1,2,20,30,0,4.4
2007,1,2,21,30,0,4.2
2007,1,2,22,30,0,3.9000000000000004
2007,1,2,23,30,0,3.7
2007,1,3,0,30,0,3.5
2007,1,3,1,30,0,3.4000000000000004
2007,1,3,2,30,0,3.1
2007,1,3,3,30,0,3.1
2007,1,3,4,30,0,3.4000000000000004
2007,1,3,5,30,0,3.8000000000000003
2007,1,3,6,30,0,4.4
2007,1,3,7,30,0,4.9
2007,1,3,8,30,5,5.4
2007,1,3,9,30,10,5.800000000000001
2007,1,3,10,30,4,6.1000000000000005
2007,1,3,11,30,4,6.6000000000000005
2007,1,3,12,30,8,7.1000000000000005
2007,1,3,13,30,4,7.5
2007,1,3,14,30,8,7.9
2007,1,3,15,30,1,8.200000000000001
2007,1,3,16,30,0,8.4
2007,1,3,17,30,0,8.6
2007,1,3,18,30,0,8.9
2007,1,3,19,30,0,9.200000000000001
2007,1,3,20,30,0,9.5
